-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us     928.424ms       147.61%     928.424ms     103.158ms           0 B           0 B           0 B           0 B             9  
                                       vllm::all_reduce         4.62%      48.262ms         8.26%      86.180ms     151.194us     583.824ms        92.82%     583.824ms       1.024ms           0 B           0 B       8.18 MB           0 B           570  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     583.824ms        92.82%     583.824ms       1.024ms           0 B           0 B           0 B           0 B           570  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     101.270ms        16.10%     101.270ms     101.270ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.08%      42.613ms         5.71%      59.583ms      70.097us      25.310ms         4.02%      25.381ms      29.860us           0 B           0 B      19.39 MB      19.39 MB           850  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      11.958ms         1.90%      11.958ms      47.452us           0 B           0 B           0 B           0 B           252  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us       7.005ms         1.11%       7.005ms      25.018us           0 B           0 B           0 B           0 B           280  
                                     record_param_comms         0.11%       1.148ms         0.13%       1.365ms     136.478us       4.862ms         0.77%       4.862ms     486.220us           0 B           0 B           0 B           0 B            10  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us       4.862ms         0.77%       4.862ms     486.220us           0 B           0 B           0 B           0 B            10  
