-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us     944.361ms       101.33%     944.361ms     104.929ms           0 B           0 B           0 B           0 B             9  
                                       vllm::all_reduce         4.60%      45.761ms         8.24%      81.983ms     143.830us     879.762ms        94.40%     879.762ms       1.543ms           0 B           0 B       8.18 MB           0 B           570  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     879.762ms        94.40%     879.762ms       1.543ms           0 B           0 B           0 B           0 B           570  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      95.011ms        10.20%      95.011ms      95.011ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         3.79%      37.764ms         5.39%      53.640ms      63.106us      25.259ms         2.71%      25.331ms      29.801us           0 B           0 B      19.39 MB      19.39 MB           850  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      11.920ms         1.28%      11.920ms      47.300us           0 B           0 B           0 B           0 B           252  
                                     record_param_comms         0.12%       1.179ms         0.14%       1.390ms     138.988us      11.850ms         1.27%      11.850ms       1.185ms           0 B           0 B           0 B           0 B            10  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      11.850ms         1.27%      11.850ms       1.185ms           0 B           0 B           0 B           0 B            10  
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us      11.850ms         1.27%      11.850ms       1.185ms           0 B           0 B           0 B           0 B            10  
