-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        7.373s       102.00%        7.373s      99.636ms           0 B           0 B           0 B           0 B            74  
                                       vllm::all_reduce         4.74%     344.045ms         8.83%     640.949ms     149.930us        6.881s        95.19%        6.883s       1.610ms           0 B           0 B      33.51 MB      -7.00 KB          4275  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        6.881s        95.19%        6.881s       1.610ms           0 B           0 B           0 B           0 B          4275  
                                               aten::mm         4.43%     321.826ms         5.57%     404.063ms      63.382us     187.300ms         2.59%     187.380ms      29.393us           0 B           0 B      81.88 MB      81.86 MB          6375  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     105.739ms         1.46%     105.739ms     105.739ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      97.937ms         1.35%      97.937ms      47.267us           0 B           0 B           0 B           0 B          2072  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      55.774ms         0.77%      55.774ms      26.559us           0 B           0 B           0 B           0 B          2100  
                                     record_param_comms         0.11%       7.933ms         0.13%       9.458ms     126.112us      48.243ms         0.67%      48.243ms     643.242us           0 B           0 B           0 B           0 B            75  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      48.243ms         0.67%      48.243ms     643.242us           0 B           0 B           0 B           0 B            75  
