-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        7.317s       130.88%        7.317s      98.881ms           0 B           0 B           0 B           0 B            74  
                                       vllm::all_reduce         4.76%     356.816ms         8.82%     661.455ms     154.726us        5.249s        93.89%        5.250s       1.228ms           0 B           0 B      33.51 MB           0 B          4275  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        5.249s        93.89%        5.249s       1.228ms           0 B           0 B           0 B           0 B          4275  
                                               aten::mm         4.39%     329.321ms         5.54%     415.665ms      65.202us     187.399ms         3.35%     187.502ms      29.412us           0 B           0 B      81.88 MB      81.88 MB          6375  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     105.627ms         1.89%     105.627ms     105.627ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      97.840ms         1.75%      97.840ms      47.220us           0 B           0 B           0 B           0 B          2072  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      55.928ms         1.00%      55.928ms      26.632us           0 B           0 B           0 B           0 B          2100  
                                     record_param_comms         0.11%       8.191ms         0.13%       9.734ms     129.783us      41.829ms         0.75%      41.829ms     557.721us           0 B           0 B           0 B           0 B            75  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      41.829ms         0.75%      41.829ms     557.721us           0 B           0 B           0 B           0 B            75  
