-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       14.263s       101.03%       14.263s     291.079ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.96%     714.566ms         9.11%        1.311s     162.858us       12.739s        90.23%       12.748s       1.584ms           0 B           0 B     153.45 MB           0 B          8050  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       12.739s        90.23%       12.739s       1.582ms           0 B           0 B           0 B           0 B          8050  
                                               aten::mm         4.67%     672.234ms         6.03%     867.400ms      71.983us        1.057s         7.49%        1.057s      87.731us           0 B           0 B     294.22 MB     294.22 MB         12050  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     633.788ms         4.49%     633.788ms     153.460us           0 B           0 B           0 B           0 B          4130  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     309.782ms         2.19%     309.782ms      79.026us           0 B           0 B           0 B           0 B          3920  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     264.302ms         1.87%     264.302ms     264.302ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.19%     315.560ms         4.24%     610.646ms     152.662us     141.406ms         1.00%     141.442ms      35.360us           0 B           0 B      23.83 MB      23.83 MB          4000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     116.085ms         0.82%     116.085ms      29.614us           0 B           0 B           0 B           0 B          3920  
