-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       14.280s        99.10%       14.280s     291.428ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.66%     668.694ms         8.66%        1.241s     154.139us       13.017s        90.33%       13.020s       1.617ms           0 B           0 B     153.45 MB           0 B          8050  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       13.017s        90.33%       13.017s       1.617ms           0 B           0 B           0 B           0 B          8050  
                                               aten::mm         4.41%     632.852ms         7.64%        1.095s      90.862us        1.058s         7.34%        1.058s      87.815us           0 B           0 B     294.22 MB     294.22 MB         12050  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     634.434ms         4.40%     634.434ms     153.616us           0 B           0 B           0 B           0 B          4130  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     309.871ms         2.15%     309.871ms      79.049us           0 B           0 B           0 B           0 B          3920  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     254.041ms         1.76%     254.041ms     254.041ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.10%     301.222ms         4.43%     634.544ms     158.636us     142.477ms         0.99%     142.552ms      35.638us           0 B           0 B      23.83 MB      23.83 MB          4000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     116.974ms         0.81%     116.974ms      29.840us           0 B           0 B           0 B           0 B          3920  
