-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        1.254s       628.13%        1.254s     139.287ms           0 B           0 B           0 B           0 B             9  
                                               aten::mm         5.18%      72.354ms         6.78%      94.708ms      65.316us     154.879ms        77.61%     154.879ms     106.813us           0 B           0 B      75.74 MB      75.74 MB          1450  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     122.919ms        61.59%     122.919ms     122.919ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      76.318ms        38.24%      76.318ms     176.663us           0 B           0 B           0 B           0 B           432  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      60.787ms        30.46%      60.787ms      63.319us           0 B           0 B           0 B           0 B           960  
                                            aten::addmm         2.35%      32.810ms         4.34%      60.601ms     126.252us      25.714ms        12.88%      25.714ms      53.572us           0 B           0 B      13.78 MB      13.78 MB           480  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      21.966ms        11.01%      21.966ms      50.846us           0 B           0 B           0 B           0 B           432  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us       9.007ms         4.51%       9.007ms     900.740us           0 B           0 B           0 B           0 B            10  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us       8.281ms         4.15%       8.281ms     172.512us           0 B           0 B           0 B           0 B            48  
