-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       10.122s       759.67%       10.122s      81.628ms           0 B           0 B           0 B           0 B           124  
                                               aten::mm         5.06%     525.936ms         6.82%     708.476ms      66.680us        1.077s        80.87%        1.078s     101.436us           0 B           0 B     363.50 MB     363.50 MB         10625  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     584.747ms        43.89%     584.747ms     168.418us           0 B           0 B           0 B           0 B          3472  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     478.790ms        35.93%     478.790ms      45.967us           0 B           0 B           0 B           0 B         10416  
                                            aten::addmm         2.32%     240.688ms         4.43%     460.216ms     131.490us      98.024ms         7.36%      98.051ms      28.015us           0 B           0 B      33.47 MB      33.47 MB          3500  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      83.598ms         6.27%      83.598ms     546.392us           0 B           0 B           0 B           0 B           153  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      83.405ms         6.26%      83.405ms      83.405ms           0 B           0 B           0 B           0 B             1  
                                _vllm_fa2_C::varlen_fwd         4.27%     444.403ms        17.27%        1.795s     512.976us      30.994ms         2.33%      37.751ms      10.786us           0 B           0 B       1.74 MB     -29.97 MB          3500  
                                 _C::fused_add_rms_norm         1.64%     170.370ms         2.41%     250.372ms      35.767us      27.527ms         2.07%      27.531ms       3.933us           0 B           0 B           0 B           0 B          7000  
