-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       10.172s       101.92%       10.172s     102.744ms           0 B           0 B           0 B           0 B            99  
                               _C_custom_ar::all_reduce         1.52%     149.099ms         2.88%     283.312ms      49.704us        9.282s        93.00%        9.284s       1.629ms           0 B           0 B           0 B           0 B          5700  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        9.270s        92.89%        9.270s       1.626ms           0 B           0 B           0 B           0 B          5700  
                                               aten::mm         4.59%     450.947ms         6.05%     593.798ms      69.859us     463.622ms         4.65%     463.891ms      54.575us           0 B           0 B     169.29 MB     169.29 MB          8500  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     245.289ms         2.46%     245.289ms      88.488us           0 B           0 B           0 B           0 B          2772  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     156.537ms         1.57%     156.537ms      54.504us           0 B           0 B           0 B           0 B          2872  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     106.842ms         1.07%     106.842ms     106.842ms           0 B           0 B           0 B           0 B             1  
                                     record_param_comms         0.12%      11.742ms         0.16%      15.590ms     155.899us      58.349ms         0.58%      58.349ms     583.489us           0 B           0 B           0 B           0 B           100  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      58.349ms         0.58%      58.349ms     583.489us           0 B           0 B           0 B           0 B           100  
