-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        9.926s      1202.04%        9.926s     100.259ms           0 B           0 B           0 B           0 B            99  
                                               aten::mm         4.58%     471.684ms         6.04%     622.014ms      73.178us     464.721ms        56.28%     464.984ms      54.704us           0 B           0 B     169.29 MB     169.25 MB          8500  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     245.425ms        29.72%     245.425ms      88.537us           0 B           0 B           0 B           0 B          2772  
                               _C_custom_ar::all_reduce         1.50%     154.896ms         2.88%     296.785ms      52.067us     184.062ms        22.29%     184.071ms      32.293us           0 B           0 B           0 B           0 B          5700  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us     172.672ms        20.91%     172.672ms      30.293us           0 B           0 B           0 B           0 B          5700  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     157.365ms        19.06%     157.365ms      54.793us           0 B           0 B           0 B           0 B          2872  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     109.765ms        13.29%     109.765ms     109.765ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.02%     208.187ms         3.95%     406.684ms     145.244us      57.162ms         6.92%      57.203ms      20.430us           0 B           0 B      13.66 MB      13.66 MB          2800  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      50.774ms         6.15%      50.774ms      18.317us           0 B           0 B           0 B           0 B          2772  
