-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       15.004s       100.02%       15.004s     120.999ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         3.97%     577.985ms         7.38%        1.073s     150.644us       14.418s        96.11%       14.429s       2.025ms           0 B           0 B      52.99 MB           0 B          7125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       14.418s        96.11%       14.418s       2.024ms           0 B           0 B           0 B           0 B          7125  
                                               aten::mm         3.66%     533.042ms         4.62%     672.711ms      63.314us     312.409ms         2.08%     312.500ms      29.412us           0 B           0 B     129.95 MB     129.91 MB         10625  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     164.562ms         1.10%     164.562ms      47.397us           0 B           0 B           0 B           0 B          3472  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     106.843ms         0.71%     106.843ms     106.843ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      93.260ms         0.62%      93.260ms      26.646us           0 B           0 B           0 B           0 B          3500  
                                     record_param_comms         0.09%      13.309ms         0.11%      15.961ms     127.686us      82.350ms         0.55%      82.350ms     658.798us           0 B           0 B           0 B           0 B           125  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      82.350ms         0.55%      82.350ms     658.798us           0 B           0 B           0 B           0 B           125  
