-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        4.930s       128.12%        4.930s     100.614ms           0 B           0 B           0 B           0 B            49  
                               _C_custom_ar::all_reduce         1.48%      75.292ms         2.84%     144.261ms      50.618us        3.503s        91.04%        3.504s       1.229ms           0 B           0 B           0 B           0 B          2850  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        3.498s        90.89%        3.498s       1.227ms           0 B           0 B           0 B           0 B          2850  
                                               aten::mm         4.49%     228.084ms         5.97%     303.709ms      71.461us     232.812ms         6.05%     233.076ms      54.841us           0 B           0 B      92.32 MB      92.32 MB          4250  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     121.502ms         3.16%     121.502ms      88.559us           0 B           0 B           0 B           0 B          1372  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     109.899ms         2.86%     109.899ms     109.899ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      77.989ms         2.03%      77.989ms      54.845us           0 B           0 B           0 B           0 B          1422  
                                            aten::addmm         1.98%     100.862ms         3.94%     200.530ms     143.235us      28.550ms         0.74%      31.042ms      22.173us           0 B           0 B       7.51 MB       7.51 MB          1400  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      25.128ms         0.65%      25.128ms      18.315us           0 B           0 B           0 B           0 B          1372  
