-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        4.870s       346.40%        4.870s      99.389ms           0 B           0 B           0 B           0 B            49  
                               _C_custom_ar::all_reduce         1.48%      75.479ms         2.85%     145.137ms      50.925us        1.077s        76.63%        1.077s     378.010us           0 B           0 B           0 B           0 B          2850  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        1.072s        76.22%        1.072s     376.005us           0 B           0 B           0 B           0 B          2850  
                                               aten::mm         4.58%     233.193ms         6.08%     309.569ms      72.840us     232.549ms        16.54%     232.806ms      54.778us           0 B           0 B      92.32 MB      92.28 MB          4250  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     121.464ms         8.64%     121.464ms      88.531us           0 B           0 B           0 B           0 B          1372  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     109.501ms         7.79%     109.501ms     109.501ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      77.750ms         5.53%      77.750ms      54.676us           0 B           0 B           0 B           0 B          1422  
                                            aten::addmm         2.02%     103.023ms         4.00%     203.639ms     145.456us      28.322ms         2.01%      28.361ms      20.258us           0 B           0 B       7.51 MB       7.51 MB          1400  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      24.928ms         1.77%      24.928ms      18.169us           0 B           0 B           0 B           0 B          1372  
