-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        2.503s       822.44%        2.503s     278.137ms           0 B           0 B           0 B           0 B             9  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     252.096ms        82.83%     252.096ms     252.096ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.62%     129.055ms         6.14%     171.458ms      71.144us     213.894ms        70.28%     214.069ms      88.825us           0 B           0 B     100.69 MB     100.69 MB          2410  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     130.675ms        42.93%     130.675ms     146.826us           0 B           0 B           0 B           0 B           890  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      56.891ms        18.69%      56.891ms      79.015us           0 B           0 B           0 B           0 B           720  
                                       vllm::all_reduce         5.07%     141.401ms         9.03%     251.957ms     156.495us      31.623ms        10.39%      31.623ms      19.642us           0 B           0 B      52.83 MB           0 B          1610  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us      31.623ms        10.39%      31.623ms      19.642us           0 B           0 B           0 B           0 B          1610  
                                            aten::addmm         2.16%      60.270ms         4.08%     113.803ms     142.254us      28.821ms         9.47%      28.821ms      36.026us           0 B           0 B       8.20 MB       8.20 MB           800  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us      25.119ms         8.25%      25.119ms      31.398us           0 B           0 B           0 B           0 B           800  
