-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        2.532s        94.28%        2.532s     281.362ms           0 B           0 B           0 B           0 B             9  
                                       vllm::all_reduce         4.81%     134.290ms         8.64%     241.062ms     149.728us        2.400s        89.37%        2.400s       1.491ms           0 B           0 B      52.83 MB           0 B          1610  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        2.400s        89.37%        2.400s       1.491ms           0 B           0 B           0 B           0 B          1610  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     243.624ms         9.07%     243.624ms     243.624ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.39%     122.461ms         5.87%     163.632ms      67.897us     212.509ms         7.91%     212.684ms      88.250us           0 B           0 B     100.69 MB     100.69 MB          2410  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     128.995ms         4.80%     128.995ms     144.938us           0 B           0 B           0 B           0 B           890  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      56.914ms         2.12%      56.914ms      79.048us           0 B           0 B           0 B           0 B           720  
                                            aten::addmm         2.07%      57.836ms         3.89%     108.490ms     135.613us      28.578ms         1.06%      28.578ms      35.722us           0 B           0 B       8.20 MB       8.20 MB           800  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us      25.103ms         0.93%      25.103ms      31.378us           0 B           0 B           0 B           0 B           800  
