-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        2.533s        94.22%        2.533s     281.392ms           0 B           0 B           0 B           0 B             9  
                                       vllm::all_reduce         4.99%     132.127ms         8.99%     238.233ms     147.971us        2.401s        89.34%        2.401s       1.492ms           0 B           0 B      52.83 MB           0 B          1610  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        2.401s        89.34%        2.401s       1.492ms           0 B           0 B           0 B           0 B          1610  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     243.546ms         9.06%     243.546ms     243.546ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.48%     118.837ms         6.03%     159.805ms      66.309us     212.653ms         7.91%     212.826ms      88.310us           0 B           0 B     100.69 MB     100.69 MB          2410  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     129.115ms         4.80%     129.115ms     145.074us           0 B           0 B           0 B           0 B           890  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us      56.899ms         2.12%      56.899ms      79.026us           0 B           0 B           0 B           0 B           720  
                                            aten::addmm         2.13%      56.523ms         4.05%     107.394ms     134.242us      28.796ms         1.07%      28.796ms      35.996us           0 B           0 B       8.20 MB       8.20 MB           800  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us      25.079ms         0.93%      25.079ms      31.349us           0 B           0 B           0 B           0 B           800  
