-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        5.454s        98.71%        5.454s     227.243ms           0 B           0 B           0 B           0 B            24  
                                       vllm::all_reduce         4.75%     259.434ms         8.89%     485.299ms     150.480us        5.155s        93.30%        5.157s       1.599ms           0 B           0 B      45.35 MB           0 B          3225  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        5.155s        93.30%        5.155s       1.598ms           0 B           0 B           0 B           0 B          3225  
                                               aten::mm         4.71%     257.203ms         6.36%     347.250ms      71.969us     251.861ms         4.56%     252.106ms      52.250us           0 B           0 B     107.57 MB     107.57 MB          4825  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     203.254ms         3.68%     203.254ms     203.254ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     140.800ms         2.55%     140.800ms      91.666us           0 B           0 B           0 B           0 B          1536  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      77.602ms         1.40%      77.602ms      46.636us           0 B           0 B           0 B           0 B          1664  
                                            aten::addmm         2.12%     115.550ms         4.13%     225.412ms     140.882us      40.315ms         0.73%      40.365ms      25.228us           0 B           0 B       7.88 MB       7.88 MB          1600  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      35.534ms         0.64%      35.534ms      23.134us           0 B           0 B           0 B           0 B          1536  
