-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        5.452s       104.70%        5.452s     227.182ms           0 B           0 B           0 B           0 B            24  
                                       vllm::all_reduce         4.80%     264.482ms         8.92%     491.736ms     152.476us        4.844s        93.01%        4.849s       1.504ms           0 B           0 B      45.35 MB           0 B          3225  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        4.844s        93.01%        4.844s       1.502ms           0 B           0 B           0 B           0 B          3225  
                                               aten::mm         4.72%     260.146ms         6.40%     352.716ms      73.102us     251.384ms         4.83%     251.616ms      52.148us           0 B           0 B     107.57 MB     107.57 MB          4825  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     207.992ms         3.99%     207.992ms     207.992ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     140.534ms         2.70%     140.534ms      91.493us           0 B           0 B           0 B           0 B          1536  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      77.533ms         1.49%      77.533ms      46.594us           0 B           0 B           0 B           0 B          1664  
                                            aten::addmm         2.11%     116.047ms         4.21%     231.913ms     144.945us      40.441ms         0.78%      40.490ms      25.306us           0 B           0 B       7.88 MB       7.88 MB          1600  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      35.653ms         0.68%      35.653ms      23.212us           0 B           0 B           0 B           0 B          1536  
