-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        5.403s       249.21%        5.403s     225.122ms           0 B           0 B           0 B           0 B            24  
                                       vllm::all_reduce         4.83%     274.334ms         8.95%     508.074ms     157.542us        1.811s        83.53%        1.814s     562.429us           0 B           0 B      45.35 MB           0 B          3225  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        1.811s        83.53%        1.811s     561.507us           0 B           0 B           0 B           0 B          3225  
                                               aten::mm         4.76%     270.099ms         6.47%     367.161ms      76.095us     250.855ms        11.57%     251.136ms      52.049us           0 B           0 B     107.57 MB     107.57 MB          4825  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     207.352ms         9.56%     207.352ms     207.352ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     140.545ms         6.48%     140.545ms      91.501us           0 B           0 B           0 B           0 B          1536  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      77.584ms         3.58%      77.584ms      46.625us           0 B           0 B           0 B           0 B          1664  
                                            aten::addmm         2.11%     119.552ms         4.12%     233.967ms     146.229us      40.450ms         1.87%      40.499ms      25.312us           0 B           0 B       7.88 MB       7.88 MB          1600  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      35.654ms         1.64%      35.654ms      23.213us           0 B           0 B           0 B           0 B          1536  
