-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        7.469s      1443.20%        7.469s     100.938ms           0 B           0 B           0 B           0 B            74  
                                               aten::mm         4.53%     351.398ms         6.04%     468.659ms      73.515us     348.146ms        67.27%     348.411ms      54.653us           0 B           0 B     130.81 MB     130.80 MB          6375  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     183.339ms        35.42%     183.339ms      88.484us           0 B           0 B           0 B           0 B          2072  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     117.231ms        22.65%     117.231ms      54.602us           0 B           0 B           0 B           0 B          2147  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     107.224ms        20.72%     107.224ms     107.224ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.02%     157.083ms         3.95%     306.901ms     146.143us      42.489ms         8.21%      42.598ms      20.285us           0 B           0 B      10.58 MB      10.58 MB          2100  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      37.627ms         7.27%      37.627ms      18.160us           0 B           0 B           0 B           0 B          2072  
                               _C_custom_ar::all_reduce         1.50%     116.181ms         2.92%     226.623ms      53.011us      36.443ms         7.04%      36.451ms       8.527us           0 B           0 B           0 B           0 B          4275  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us      27.893ms         5.39%      27.893ms       6.525us           0 B           0 B           0 B           0 B          4275  
