-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        7.637s       100.22%        7.637s     103.205ms           0 B           0 B           0 B           0 B            74  
                               _C_custom_ar::all_reduce         1.33%     113.743ms         2.57%     220.325ms      51.538us        7.095s        93.10%        7.097s       1.660ms           0 B           0 B           0 B           0 B          4275  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        7.086s        92.99%        7.086s       1.658ms           0 B           0 B           0 B           0 B          4275  
                                               aten::mm         4.01%     342.948ms         5.33%     456.005ms      71.530us     348.625ms         4.57%     349.669ms      54.850us           0 B           0 B     130.81 MB     130.77 MB          6375  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     183.458ms         2.41%     183.458ms      88.542us           0 B           0 B           0 B           0 B          2072  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     117.598ms         1.54%     117.598ms      54.773us           0 B           0 B           0 B           0 B          2147  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     104.409ms         1.37%     104.409ms     104.409ms           0 B           0 B           0 B           0 B             1  
                                     record_param_comms         0.10%       8.303ms         0.12%       9.932ms     132.427us      45.884ms         0.60%      45.884ms     611.793us           0 B           0 B           0 B           0 B            75  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      45.884ms         0.60%      45.884ms     611.793us           0 B           0 B           0 B           0 B            75  
