-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        2.000s        95.84%        2.000s     222.233ms           0 B           0 B           0 B           0 B             9  
                                       vllm::all_reduce         4.86%     103.216ms         8.86%     188.099ms     145.813us        1.934s        92.67%        1.934s       1.499ms           0 B           0 B      26.46 MB           0 B          1290  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        1.934s        92.67%        1.934s       1.499ms           0 B           0 B           0 B           0 B          1290  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     191.152ms         9.16%     191.152ms     191.152ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.63%      98.265ms         6.82%     144.848ms      75.051us     101.183ms         4.85%     101.430ms      52.555us           0 B           0 B      62.42 MB      62.42 MB          1930  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      52.793ms         2.53%      52.793ms      91.655us           0 B           0 B           0 B           0 B           576  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      31.644ms         1.52%      31.644ms      44.948us           0 B           0 B           0 B           0 B           704  
                                            aten::addmm         2.03%      43.018ms         4.59%      97.571ms     152.454us      16.057ms         0.77%      16.106ms      25.166us           0 B           0 B       4.59 MB       4.59 MB           640  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      13.331ms         0.64%      13.331ms      23.144us           0 B           0 B           0 B           0 B           576  
