-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        1.975s       526.18%        1.975s     219.470ms           0 B           0 B           0 B           0 B             9  
                                       vllm::all_reduce         4.97%     109.750ms         8.95%     197.471ms     153.078us     233.490ms        62.20%     233.508ms     181.014us           0 B           0 B      26.46 MB           0 B          1290  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us     233.490ms        62.20%     233.490ms     181.000us           0 B           0 B           0 B           0 B          1290  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     196.546ms        52.36%     196.546ms     196.546ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.69%     103.568ms         6.80%     150.119ms      77.782us     101.010ms        26.91%     101.337ms      52.506us           0 B           0 B      62.42 MB      62.42 MB          1930  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      52.865ms        14.08%      52.865ms      91.779us           0 B           0 B           0 B           0 B           576  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      31.666ms         8.44%      31.666ms      44.980us           0 B           0 B           0 B           0 B           704  
                                            aten::addmm         2.09%      46.073ms         4.12%      90.886ms     142.010us      16.084ms         4.28%      16.133ms      25.208us           0 B           0 B       4.59 MB       4.59 MB           640  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      13.364ms         3.56%      13.364ms      23.201us           0 B           0 B           0 B           0 B           576  
