-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us     904.978ms       617.24%     904.978ms     100.553ms           0 B           0 B           0 B           0 B             9  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     103.078ms        70.30%     103.078ms     103.078ms           0 B           0 B           0 B           0 B             1  
                               _C_custom_ar::all_reduce         1.29%      13.435ms         2.57%      26.756ms      46.940us      80.225ms        54.72%      80.225ms     140.745us           0 B           0 B           0 B           0 B           570  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us      79.079ms        53.94%      79.079ms     138.734us           0 B           0 B           0 B           0 B           570  
                                               aten::mm         4.12%      42.877ms         6.21%      64.613ms      76.015us      47.380ms        32.32%      47.642ms      56.049us           0 B           0 B      30.74 MB      30.74 MB           850  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      22.322ms        15.23%      22.322ms      88.581us           0 B           0 B           0 B           0 B           252  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      14.586ms         9.95%      14.586ms      55.671us           0 B           0 B           0 B           0 B           262  
                                            aten::addmm         1.88%      19.523ms         4.08%      42.510ms     151.821us       5.667ms         3.87%       5.728ms      20.457us           0 B           0 B       2.58 MB       2.58 MB           280  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us       4.607ms         3.14%       4.607ms      18.282us           0 B           0 B           0 B           0 B           252  
