-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       12.492s      1339.76%       12.492s     168.812ms           0 B           0 B           0 B           0 B            74  
                                               aten::mm         4.56%     585.612ms         5.94%     762.734ms      70.136us     613.835ms        65.83%     614.110ms      56.470us           0 B           0 B     200.35 MB     200.35 MB         10875  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     350.316ms        37.57%     350.316ms      32.581us           0 B           0 B           0 B           0 B         10752  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     324.886ms        34.84%     324.886ms      91.466us           0 B           0 B           0 B           0 B          3552  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     168.485ms        18.07%     168.485ms     168.485ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.09%     268.663ms         3.95%     507.746ms     141.040us     113.320ms        12.15%     113.366ms      31.490us           0 B           0 B      28.22 MB      28.22 MB          3600  
                               _C_custom_ar::all_reduce         1.54%     197.238ms         2.95%     378.974ms      52.093us      67.185ms         7.21%      67.185ms       9.235us           0 B           0 B           0 B           0 B          7275  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us      52.294ms         5.61%      52.294ms       7.188us           0 B           0 B           0 B           0 B          7275  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      34.240ms         3.67%      34.240ms     456.527us           0 B           0 B           0 B           0 B            75  
