-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us     696.820ms       652.81%     696.820ms      77.424ms           0 B           0 B           0 B           0 B             9  
                                               aten::mm         4.89%      39.203ms         6.99%      56.105ms      66.006us      86.397ms        80.94%      86.663ms     101.956us           0 B           0 B      53.43 MB      53.43 MB           850  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      83.509ms        78.24%      83.509ms      83.509ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      42.437ms        39.76%      42.437ms     168.399us           0 B           0 B           0 B           0 B           252  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      34.753ms        32.56%      34.753ms      45.970us           0 B           0 B           0 B           0 B           756  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      10.857ms        10.17%      10.857ms     285.716us           0 B           0 B           0 B           0 B            38  
                                            aten::addmm         2.25%      18.026ms         4.16%      33.361ms     119.148us       7.855ms         7.36%       7.855ms      28.053us           0 B           0 B       5.17 MB       5.17 MB           280  
      ampere_s16816gemm_bf16_128x64_ldg8_stages_32x6_tn         0.00%       0.000us         0.00%       0.000us       0.000us       2.524ms         2.36%       2.524ms      90.132us           0 B           0 B           0 B           0 B            28  
                                _vllm_fa2_C::varlen_fwd         3.82%      30.647ms        16.52%     132.523ms     473.296us       2.431ms         2.28%       2.953ms      10.545us           0 B           0 B     168.00 KB      -1.72 MB           280  
