-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       22.230s       905.73%       22.230s     224.544ms           0 B           0 B           0 B           0 B            99  
                                               aten::mm         4.62%        1.047s         5.98%        1.356s      70.269us        1.892s        77.10%        1.893s      98.065us           0 B           0 B     527.88 MB     527.88 MB         19300  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us        1.122s        45.71%        1.122s     177.064us           0 B           0 B           0 B           0 B          6336  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     892.432ms        36.36%     892.432ms      46.636us           0 B           0 B           0 B           0 B         19136  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     202.997ms         8.27%     202.997ms     202.997ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.11%     477.741ms         3.97%     901.897ms     140.921us     200.943ms         8.19%     201.125ms      31.426us           0 B           0 B      48.56 MB      48.56 MB          6400  
                               _C_custom_ar::all_reduce         1.54%     350.548ms         2.99%     679.171ms      52.649us     116.619ms         4.75%     116.619ms       9.040us           0 B           0 B           0 B           0 B         12900  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us      90.594ms         3.69%      90.594ms       7.023us           0 B           0 B           0 B           0 B         12900  
                                 _C::fused_add_rms_norm         1.64%     372.879ms         2.23%     506.155ms      39.543us      55.270ms         2.25%      55.270ms       4.318us           0 B           0 B           0 B           0 B         12800  
