-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       22.485s        99.86%       22.485s     227.119ms           0 B           0 B           0 B           0 B            99  
                               _C_custom_ar::all_reduce         1.49%     335.532ms         2.84%     639.302ms      49.558us       20.108s        89.30%       20.114s       1.559ms           0 B           0 B           0 B           0 B         12900  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us       20.081s        89.18%       20.081s       1.557ms           0 B           0 B           0 B           0 B         12900  
                                               aten::mm         4.43%     997.031ms         5.77%        1.300s      67.333us        1.894s         8.41%        1.894s      98.155us           0 B           0 B     527.88 MB     527.88 MB         19300  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us        1.122s         4.98%        1.122s     177.034us           0 B           0 B           0 B           0 B          6336  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     891.959ms         3.96%     891.959ms      46.612us           0 B           0 B           0 B           0 B         19136  
                                            aten::addmm         2.04%     459.731ms         6.99%        1.574s     245.977us     200.708ms         0.89%     200.802ms      31.375us           0 B           0 B      48.56 MB      48.56 MB          6400  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     194.533ms         0.86%     194.533ms     194.533ms           0 B           0 B           0 B           0 B             1  
                                     record_param_comms         0.06%      12.822ms         0.07%      15.217ms     152.168us      66.842ms         0.30%      66.842ms     668.415us           0 B           0 B           0 B           0 B           100  
