-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       11.092s        99.49%       11.092s     226.365ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.75%     532.747ms         8.89%     997.720ms     154.685us       10.414s        93.41%       10.424s       1.616ms           0 B           0 B      76.85 MB           0 B          6450  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       10.414s        93.41%       10.414s       1.615ms           0 B           0 B           0 B           0 B          6450  
                                               aten::mm         4.69%     526.609ms         6.24%     699.713ms      72.509us     502.803ms         4.51%     503.128ms      52.138us           0 B           0 B     182.83 MB     182.82 MB          9650  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     287.394ms         2.58%     287.394ms      91.644us           0 B           0 B           0 B           0 B          3136  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     204.313ms         1.83%     204.313ms     204.313ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     154.128ms         1.38%     154.128ms      47.221us           0 B           0 B           0 B           0 B          3264  
                                            aten::addmm         2.11%     236.679ms         4.11%     461.360ms     144.175us      80.738ms         0.72%      80.791ms      25.247us           0 B           0 B      13.34 MB      13.34 MB          3200  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      72.532ms         0.65%      72.532ms      23.129us           0 B           0 B           0 B           0 B          3136  
