-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       11.092s        99.60%       11.092s     226.358ms           0 B           0 B           0 B           0 B            49  
                                       vllm::all_reduce         4.66%     526.537ms         8.71%     984.523ms     152.639us       10.401s        93.40%       10.404s       1.613ms           0 B           0 B      76.85 MB           0 B          6450  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       10.401s        93.40%       10.401s       1.613ms           0 B           0 B           0 B           0 B          6450  
                                               aten::mm         5.26%     594.738ms         6.83%     772.332ms      80.034us     501.988ms         4.51%     502.325ms      52.054us           0 B           0 B     182.83 MB     182.83 MB          9650  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     286.996ms         2.58%     286.996ms      91.517us           0 B           0 B           0 B           0 B          3136  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     203.545ms         1.83%     203.545ms     203.545ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     154.122ms         1.38%     154.122ms      47.219us           0 B           0 B           0 B           0 B          3264  
                                            aten::addmm         2.04%     230.859ms         4.02%     454.665ms     142.083us      81.032ms         0.73%      81.110ms      25.347us           0 B           0 B      13.34 MB      13.34 MB          3200  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      72.795ms         0.65%      72.795ms      23.213us           0 B           0 B           0 B           0 B          3136  
