-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                               _C_custom_ar::all_reduce        40.32%        3.947s        40.63%        3.978s       3.084ms        9.463s        97.49%        9.463s       7.336ms           0 B           0 B           0 B           0 B          1290  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        9.461s        97.46%        9.461s       7.334ms           0 B           0 B           0 B           0 B          1290  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        5.718s        58.90%        5.718s     635.296ms           0 B           0 B           0 B           0 B             9  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us        4.101s        42.25%        4.101s        4.101s           0 B           0 B           0 B           0 B             1  
                                               aten::mm         0.96%      93.643ms         1.25%     122.188ms      63.310us     189.479ms         1.95%     189.479ms      98.176us           0 B           0 B      98.58 MB      98.58 MB          1930  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     102.006ms         1.05%     102.006ms     177.094us           0 B           0 B           0 B           0 B           576  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      87.747ms         0.90%      87.747ms      47.278us           0 B           0 B           0 B           0 B          1856  
                                            aten::addmm         0.43%      42.483ms         0.81%      79.003ms     123.442us      20.179ms         0.21%      20.179ms      31.530us           0 B           0 B       9.19 MB       9.19 MB           640  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us      11.170ms         0.12%      11.170ms     174.538us           0 B           0 B           0 B           0 B            64  
