-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        5.692s      2317.07%        5.692s     632.440ms           0 B           0 B           0 B           0 B             9  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us        4.105s      1670.86%        4.105s        4.105s           0 B           0 B           0 B           0 B             1  
                                               aten::mm         1.00%      98.250ms         1.29%     126.688ms      65.641us     189.257ms        77.04%     189.257ms      98.061us           0 B           0 B      98.58 MB      98.58 MB          1930  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     101.987ms        41.52%     101.987ms     177.061us           0 B           0 B           0 B           0 B           576  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      87.764ms        35.73%      87.764ms      47.287us           0 B           0 B           0 B           0 B          1856  
                                            aten::addmm         0.45%      43.968ms         0.82%      80.793ms     126.240us      20.221ms         8.23%      20.221ms      31.595us           0 B           0 B       9.19 MB       9.19 MB           640  
                               _C_custom_ar::all_reduce         0.32%      31.385ms         0.64%      63.348ms      49.107us      11.627ms         4.73%      11.627ms       9.013us           0 B           0 B           0 B           0 B          1290  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us      11.197ms         4.56%      11.197ms     174.953us           0 B           0 B           0 B           0 B            64  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us       9.000ms         3.66%       9.000ms       6.977us           0 B           0 B           0 B           0 B          1290  
