-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        1.536s        98.31%        1.536s     170.660ms           0 B           0 B           0 B           0 B             9  
                                       vllm::all_reduce         4.80%      76.912ms         8.67%     138.810ms     143.103us        1.477s        94.56%        1.477s       1.523ms           0 B           0 B      19.89 MB           0 B           970  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        1.477s        94.56%        1.477s       1.523ms           0 B           0 B           0 B           0 B           970  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     146.167ms         9.36%     146.167ms     146.167ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.40%      70.490ms         6.64%     106.378ms      73.364us      43.258ms         2.77%      43.284ms      29.851us           0 B           0 B      33.70 MB      33.70 MB          1450  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us      25.129ms         1.61%      25.129ms      29.084us           0 B           0 B           0 B           0 B           864  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      13.421ms         0.86%      13.421ms      25.419us           0 B           0 B           0 B           0 B           528  
                                     record_param_comms         0.07%       1.137ms         0.08%       1.350ms     135.013us      12.096ms         0.77%      12.096ms       1.210ms           0 B           0 B           0 B           0 B            10  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      12.096ms         0.77%      12.096ms       1.210ms           0 B           0 B           0 B           0 B            10  
