-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        1.532s       102.90%        1.532s     170.246ms           0 B           0 B           0 B           0 B             9  
                                       vllm::all_reduce         4.80%      81.140ms         8.65%     146.326ms     150.852us        1.407s        94.48%        1.407s       1.450ms           0 B           0 B      19.89 MB           0 B           970  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        1.407s        94.48%        1.407s       1.450ms           0 B           0 B           0 B           0 B           970  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     148.602ms         9.98%     148.602ms     148.602ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.46%      75.370ms         6.35%     107.502ms      74.139us      43.075ms         2.89%      43.100ms      29.724us           0 B           0 B      33.70 MB      33.70 MB          1450  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us      25.024ms         1.68%      25.024ms      28.963us           0 B           0 B           0 B           0 B           864  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      13.378ms         0.90%      13.378ms      25.336us           0 B           0 B           0 B           0 B           528  
                                            aten::addmm         2.01%      33.954ms         4.10%      69.423ms     144.631us      12.066ms         0.81%      12.116ms      25.242us           0 B           0 B       3.45 MB       3.45 MB           480  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      10.029ms         0.67%      10.029ms      23.216us           0 B           0 B           0 B           0 B           432  
