-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        1.531s       108.06%        1.531s     170.093ms           0 B           0 B           0 B           0 B             9  
                                       vllm::all_reduce         4.65%      78.899ms         8.40%     142.451ms     146.856us        1.336s        94.34%        1.336s       1.378ms           0 B           0 B      19.89 MB           0 B           970  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        1.336s        94.34%        1.336s       1.378ms           0 B           0 B           0 B           0 B           970  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     150.266ms        10.61%     150.266ms     150.266ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.25%      71.983ms         6.05%     102.593ms      70.754us      43.099ms         3.04%      43.124ms      29.741us           0 B           0 B      33.70 MB      33.70 MB          1450  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us      25.031ms         1.77%      25.031ms      28.971us           0 B           0 B           0 B           0 B           864  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      13.390ms         0.95%      13.390ms      25.360us           0 B           0 B           0 B           0 B           528  
                                            aten::addmm         1.93%      32.787ms         3.95%      66.912ms     139.401us      12.060ms         0.85%      12.110ms      25.229us           0 B           0 B       3.45 MB       3.45 MB           480  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      10.021ms         0.71%      10.021ms      23.198us           0 B           0 B           0 B           0 B           432  
