-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       17.374s       101.80%       17.374s     123.222ms           0 B           0 B           0 B           0 B           141  
                                       vllm::all_reduce         3.85%     667.977ms         7.16%        1.244s     153.678us       16.404s        96.11%       16.404s       2.027ms           0 B           0 B      59.62 MB           0 B          8094  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       16.404s        96.11%       16.404s       2.027ms           0 B           0 B           0 B           0 B          8094  
                                               aten::mm        22.38%        3.886s        23.26%        4.039s     334.599us     354.203ms         2.08%     354.918ms      29.405us           0 B           0 B     146.30 MB     146.27 MB         12070  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     186.497ms         1.09%     186.497ms      47.238us           0 B           0 B           0 B           0 B          3948  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     106.015ms         0.62%     106.015ms      26.664us           0 B           0 B           0 B           0 B          3976  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     105.700ms         0.62%     105.700ms     105.700ms           0 B           0 B           0 B           0 B             1  
                                     record_param_comms         0.09%      15.287ms         0.11%      19.574ms     137.847us      92.707ms         0.54%      92.707ms     652.867us           0 B           0 B           0 B           0 B           142  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      92.707ms         0.54%      92.707ms     652.867us           0 B           0 B           0 B           0 B           142  
