-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       17.387s        99.70%       17.387s     123.312ms           0 B           0 B           0 B           0 B           141  
                                       vllm::all_reduce         3.37%     665.270ms         6.29%        1.241s     153.368us       16.774s        96.18%       16.779s       2.073ms           0 B           0 B      59.62 MB           0 B          8094  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       16.774s        96.18%       16.774s       2.072ms           0 B           0 B           0 B           0 B          8094  
                                               aten::mm         3.19%     628.530ms         3.99%     787.508ms      65.245us     354.369ms         2.03%     355.274ms      29.434us           0 B           0 B     146.30 MB     146.29 MB         12070  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     186.259ms         1.07%     186.259ms      47.178us           0 B           0 B           0 B           0 B          3948  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     106.314ms         0.61%     106.314ms      26.739us           0 B           0 B           0 B           0 B          3976  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     105.032ms         0.60%     105.032ms     105.032ms           0 B           0 B           0 B           0 B             1  
                                     record_param_comms         0.08%      15.374ms         0.11%      21.220ms     149.439us      94.844ms         0.54%      94.844ms     667.917us           0 B           0 B           0 B           0 B           142  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      94.844ms         0.54%      94.844ms     667.917us           0 B           0 B           0 B           0 B           142  
