-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       31.020s       912.70%       31.020s     226.425ms           0 B           0 B           0 B           0 B           137  
                                               aten::mm         4.48%        1.413s         5.76%        1.818s      68.254us        2.611s        76.83%        2.611s      98.048us           0 B           0 B     709.14 MB     709.12 MB         26634  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us        1.552s        45.67%        1.552s     177.011us           0 B           0 B           0 B           0 B          8768  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.232s        36.25%        1.232s      46.618us           0 B           0 B           0 B           0 B         26432  
                                            aten::addmm         2.05%     647.589ms         3.89%        1.228s     139.002us     277.069ms         8.15%     277.101ms      31.375us           0 B           0 B      65.19 MB      65.19 MB          8832  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     202.651ms         5.96%     202.651ms     202.651ms           0 B           0 B           0 B           0 B             1  
                               _C_custom_ar::all_reduce         1.50%     472.127ms         2.87%     906.717ms      50.933us     163.684ms         4.82%     163.693ms       9.195us           0 B           0 B           0 B           0 B         17802  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us     127.426ms         3.75%     127.426ms       7.158us           0 B           0 B           0 B           0 B         17802  
                                _vllm_fa2_C::varlen_fwd         3.78%        1.193s        15.66%        4.941s     559.469us      83.819ms         2.47%      98.598ms      11.164us           0 B           0 B       4.34 MB     -69.71 MB          8832  
