-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       31.344s        99.87%       31.344s     228.785ms           0 B           0 B           0 B           0 B           137  
                               _C_custom_ar::all_reduce         1.48%     469.361ms         3.09%     982.018ms      55.163us       28.057s        89.40%       28.059s       1.576ms           0 B           0 B           0 B           0 B         17802  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us       28.020s        89.28%       28.020s       1.574ms           0 B           0 B           0 B           0 B         17802  
                                               aten::mm         4.29%        1.362s         5.59%        1.773s      66.578us        2.615s         8.33%        2.616s      98.215us           0 B           0 B     709.14 MB     709.13 MB         26634  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us        1.553s         4.95%        1.553s     177.074us           0 B           0 B           0 B           0 B          8768  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.232s         3.93%        1.232s      46.611us           0 B           0 B           0 B           0 B         26432  
                                            aten::addmm         1.99%     631.323ms         4.89%        1.552s     175.697us     277.147ms         0.88%     277.362ms      31.404us           0 B           0 B      65.19 MB      65.19 MB          8832  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     199.425ms         0.64%     199.425ms     199.425ms           0 B           0 B           0 B           0 B             1  
                                     record_param_comms         0.05%      16.888ms         0.06%      19.949ms     144.556us      86.220ms         0.27%      86.220ms     624.786us           0 B           0 B           0 B           0 B           138  
