-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        4.022s       170.50%        4.022s     167.600ms           0 B           0 B           0 B           0 B            24  
                               _C_custom_ar::all_reduce         1.51%      63.758ms         2.89%     122.183ms      50.385us        2.059s        87.30%        2.059s     849.263us           0 B           0 B           0 B           0 B          2425  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        2.054s        87.08%        2.054s     847.167us           0 B           0 B           0 B           0 B          2425  
                                               aten::mm         4.48%     189.368ms         5.94%     251.310ms      69.327us     205.200ms         8.70%     205.450ms      56.676us           0 B           0 B      82.94 MB      82.90 MB          3625  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     157.022ms         6.66%     157.022ms     157.022ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     115.771ms         4.91%     115.771ms      32.593us           0 B           0 B           0 B           0 B          3552  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     105.397ms         4.47%     105.397ms      91.491us           0 B           0 B           0 B           0 B          1152  
                                            aten::addmm         2.02%      85.588ms         3.81%     161.140ms     134.283us      37.731ms         1.60%      37.778ms      31.482us           0 B           0 B      11.81 MB      11.81 MB          1200  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      11.424ms         0.48%      11.424ms     456.980us           0 B           0 B           0 B           0 B            25  
