-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       20.275s       100.66%       20.275s     171.826ms           0 B           0 B           0 B           0 B           118  
                               _C_custom_ar::all_reduce         1.42%     310.282ms         2.78%     608.940ms      52.754us       18.694s        92.81%       18.694s       1.620ms           0 B           0 B           0 B           0 B         11543  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us       18.669s        92.69%       18.669s       1.617ms           0 B           0 B           0 B           0 B         11543  
                                               aten::mm         4.22%     925.827ms         5.54%        1.215s      70.406us     975.852ms         4.84%     976.224ms      56.576us           0 B           0 B     303.66 MB     303.61 MB         17255  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     556.297ms         2.76%     556.297ms      32.555us           0 B           0 B           0 B           0 B         17088  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     518.793ms         2.58%     518.793ms      91.595us           0 B           0 B           0 B           0 B          5664  
                                            aten::addmm         1.93%     422.933ms         3.66%     802.455ms     140.486us     179.849ms         0.89%     179.883ms      31.492us           0 B           0 B      42.66 MB      42.65 MB          5712  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     160.154ms         0.80%     160.154ms     160.154ms           0 B           0 B           0 B           0 B             1  
                                     record_param_comms         0.06%      14.114ms         0.08%      16.910ms     142.101us      71.244ms         0.35%      71.244ms     598.689us           0 B           0 B           0 B           0 B           119  
