-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       24.603s        99.58%       24.603s     332.474ms           0 B           0 B           0 B           0 B            74  
                                       vllm::all_reduce         4.05%     998.382ms         7.51%        1.853s     153.469us       22.622s        91.56%       22.629s       1.874ms           0 B           0 B     216.34 MB           0 B         12075  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       22.622s        91.56%       22.622s       1.873ms           0 B           0 B           0 B           0 B         12075  
                                               aten::mm         3.89%     958.556ms         6.87%        1.695s      93.781us        1.586s         6.42%        1.587s      87.825us           0 B           0 B     415.18 MB     415.12 MB         18075  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     950.539ms         3.85%     950.539ms     154.434us           0 B           0 B           0 B           0 B          6155  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     467.962ms         1.89%     467.962ms      79.048us           0 B           0 B           0 B           0 B          5920  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     250.922ms         1.02%     250.922ms     250.922ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         1.94%     479.098ms         3.98%     981.631ms     163.605us     213.639ms         0.86%     213.679ms      35.613us           0 B           0 B      33.59 MB      33.59 MB          6000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     176.735ms         0.72%     176.735ms      29.854us           0 B           0 B           0 B           0 B          5920  
