-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       24.597s        99.75%       24.597s     332.388ms           0 B           0 B           0 B           0 B            74  
                                       vllm::all_reduce         4.15%        1.023s         7.69%        1.897s     157.090us       22.588s        91.60%       22.591s       1.871ms           0 B           0 B     216.34 MB           0 B         12075  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       22.588s        91.60%       22.588s       1.871ms           0 B           0 B           0 B           0 B         12075  
                                               aten::mm         4.00%     985.606ms        19.13%        4.718s     261.001us        1.585s         6.43%        1.585s      87.707us           0 B           0 B     415.18 MB     415.17 MB         18075  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     949.487ms         3.85%     949.487ms     154.263us           0 B           0 B           0 B           0 B          6155  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     467.793ms         1.90%     467.793ms      79.019us           0 B           0 B           0 B           0 B          5920  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     256.999ms         1.04%     256.999ms     256.999ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.00%     492.872ms         3.82%     942.163ms     157.027us     211.916ms         0.86%     212.033ms      35.339us           0 B           0 B      33.59 MB      33.59 MB          6000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     175.259ms         0.71%     175.259ms      29.605us           0 B           0 B           0 B           0 B          5920  
