-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       14.202s       112.56%       14.202s     100.723ms           0 B           0 B           0 B           0 B           141  
                               _C_custom_ar::all_reduce         1.52%     217.037ms         2.93%     420.107ms      51.904us       11.631s        92.18%       11.634s       1.437ms           0 B           0 B           0 B           0 B          8094  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us       11.615s        92.05%       11.615s       1.435ms           0 B           0 B           0 B           0 B          8094  
                                               aten::mm         4.55%     650.902ms         6.00%     859.938ms      71.246us     658.006ms         5.22%     658.449ms      54.553us           0 B           0 B     233.96 MB     233.96 MB         12070  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     349.348ms         2.77%     349.348ms      88.487us           0 B           0 B           0 B           0 B          3948  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     222.864ms         1.77%     222.864ms      54.490us           0 B           0 B           0 B           0 B          4090  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     106.392ms         0.84%     106.392ms     106.392ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.03%     290.551ms         3.96%     567.753ms     142.795us      80.419ms         0.64%      80.573ms      20.265us           0 B           0 B      18.83 MB      18.83 MB          3976  
                                     record_param_comms         0.11%      15.556ms         0.13%      18.793ms     132.348us      73.593ms         0.58%      73.593ms     518.260us           0 B           0 B           0 B           0 B           142  
