-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       13.927s       615.57%       13.927s      98.776ms           0 B           0 B           0 B           0 B           141  
                               _C_custom_ar::all_reduce         1.51%     217.671ms         2.92%     419.027ms      51.770us        1.339s        59.19%        1.340s     165.545us           0 B           0 B           0 B           0 B          8094  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        1.323s        58.48%        1.323s     163.470us           0 B           0 B           0 B           0 B          8094  
                                               aten::mm         4.50%     647.412ms         5.96%     856.728ms      70.980us     659.607ms        29.15%     659.875ms      54.671us           0 B           0 B     233.96 MB     233.88 MB         12070  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     349.599ms        15.45%     349.599ms      88.551us           0 B           0 B           0 B           0 B          3948  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     224.058ms         9.90%     224.058ms      54.782us           0 B           0 B           0 B           0 B          4090  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     108.491ms         4.80%     108.491ms     108.491ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.01%     288.378ms         3.94%     565.692ms     142.277us      81.230ms         3.59%      81.385ms      20.469us           0 B           0 B      18.83 MB      18.83 MB          3976  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      72.358ms         3.20%      72.358ms      18.328us           0 B           0 B           0 B           0 B          3948  
