-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        4.249s        98.40%        4.249s     177.054ms           0 B           0 B           0 B           0 B            24  
                                       vllm::all_reduce         4.70%     197.006ms         8.77%     367.545ms     151.565us        4.111s        95.19%        4.114s       1.696ms           0 B           0 B      34.10 MB           0 B          2425  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        4.111s        95.19%        4.111s       1.695ms           0 B           0 B           0 B           0 B          2425  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     164.281ms         3.80%     164.281ms     164.281ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.55%     190.760ms         6.04%     252.966ms      69.784us     107.726ms         2.49%     107.752ms      29.725us           0 B           0 B      58.35 MB      58.35 MB          3625  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us      67.012ms         1.55%      67.012ms      29.085us           0 B           0 B           0 B           0 B          2304  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      32.464ms         0.75%      32.464ms      26.012us           0 B           0 B           0 B           0 B          1248  
                                            aten::addmm         2.10%      87.815ms         4.68%     196.248ms     163.540us      30.229ms         0.70%      30.279ms      25.233us           0 B           0 B       5.91 MB       5.91 MB          1200  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      26.693ms         0.62%      26.693ms      23.171us           0 B           0 B           0 B           0 B          1152  
