-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        4.249s        98.52%        4.249s     177.045ms           0 B           0 B           0 B           0 B            24  
                                       vllm::all_reduce         3.96%     194.466ms         7.39%     363.066ms     149.718us        4.106s        95.20%        4.107s       1.693ms           0 B           0 B      34.10 MB           0 B          2425  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        4.106s        95.20%        4.106s       1.693ms           0 B           0 B           0 B           0 B          2425  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     163.864ms         3.80%     163.864ms     163.864ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         3.85%     189.331ms         5.14%     252.383ms      69.623us     107.392ms         2.49%     107.443ms      29.640us           0 B           0 B      58.35 MB      58.34 MB          3625  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us      66.762ms         1.55%      66.762ms      28.977us           0 B           0 B           0 B           0 B          2304  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      32.409ms         0.75%      32.409ms      25.969us           0 B           0 B           0 B           0 B          1248  
                                            aten::addmm         1.80%      88.244ms         3.90%     191.403ms     159.503us      30.272ms         0.70%      30.323ms      25.269us           0 B           0 B       5.91 MB       5.91 MB          1200  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      26.715ms         0.62%      26.715ms      23.190us           0 B           0 B           0 B           0 B          1152  
