-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        4.183s      1822.31%        4.183s     174.293ms           0 B           0 B           0 B           0 B            24  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     171.591ms        74.75%     171.591ms     171.591ms           0 B           0 B           0 B           0 B             1  
                                               aten::mm         4.61%     204.244ms         6.09%     269.850ms      74.441us     107.896ms        47.00%     107.921ms      29.771us           0 B           0 B      58.35 MB      58.34 MB          3625  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us      67.061ms        29.21%      67.061ms      29.106us           0 B           0 B           0 B           0 B          2304  
                                       vllm::all_reduce         4.76%     211.101ms         8.88%     393.381ms     162.219us      47.285ms        20.60%      47.324ms      19.515us           0 B           0 B      34.10 MB           0 B          2425  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us      47.285ms        20.60%      47.285ms      19.499us           0 B           0 B           0 B           0 B          2425  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      32.498ms        14.16%      32.498ms      26.040us           0 B           0 B           0 B           0 B          1248  
                                            aten::addmm         2.07%      91.832ms         4.10%     181.726ms     151.438us      30.167ms        13.14%      30.245ms      25.204us           0 B           0 B       5.91 MB       5.91 MB          1200  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      26.622ms        11.60%      26.622ms      23.109us           0 B           0 B           0 B           0 B          1152  
