-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        9.815s        99.94%        9.815s      99.146ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         4.76%     467.631ms         8.81%     866.173ms     151.960us        9.358s        95.28%        9.358s       1.642ms           0 B           0 B      43.25 MB           0 B          5700  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        9.358s        95.28%        9.358s       1.642ms           0 B           0 B           0 B           0 B          5700  
                                               aten::mm         4.47%     439.253ms         5.59%     549.971ms      64.703us     249.601ms         2.54%     249.675ms      29.374us           0 B           0 B     105.92 MB     105.91 MB          8500  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     131.022ms         1.33%     131.022ms      47.266us           0 B           0 B           0 B           0 B          2772  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     104.307ms         1.06%     104.307ms     104.307ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      74.511ms         0.76%      74.511ms      26.611us           0 B           0 B           0 B           0 B          2800  
                                     record_param_comms         0.11%      10.587ms         0.13%      12.658ms     126.578us      64.205ms         0.65%      64.205ms     642.048us           0 B           0 B           0 B           0 B           100  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      64.205ms         0.65%      64.205ms     642.048us           0 B           0 B           0 B           0 B           100  
