-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        9.807s       103.92%        9.807s      99.057ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         4.72%     465.130ms         8.80%     868.505ms     152.369us        8.975s        95.11%        8.975s       1.575ms           0 B           0 B      43.25 MB           0 B          5700  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        8.975s        95.11%        8.975s       1.575ms           0 B           0 B           0 B           0 B          5700  
                                               aten::mm         4.45%     439.082ms         5.62%     554.228ms      65.203us     249.676ms         2.65%     249.754ms      29.383us           0 B           0 B     105.92 MB     105.91 MB          8500  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     130.844ms         1.39%     130.844ms      47.202us           0 B           0 B           0 B           0 B          2772  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     104.730ms         1.11%     104.730ms     104.730ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      74.727ms         0.79%      74.727ms      26.688us           0 B           0 B           0 B           0 B          2800  
                                     record_param_comms         0.11%      10.882ms         0.14%      14.220ms     142.196us      61.390ms         0.65%      62.032ms     620.321us           0 B           0 B           0 B           0 B           100  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      61.390ms         0.65%      61.390ms     613.900us           0 B           0 B           0 B           0 B           100  
