-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       10.257s        99.33%       10.257s     427.370ms           0 B           0 B           0 B           0 B            24  
                               _C_custom_ar::all_reduce         0.82%      85.920ms         1.57%     163.936ms      50.833us        9.722s        94.15%        9.722s       3.015ms           0 B           0 B           0 B           0 B          3225  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us        9.715s        94.08%        9.715s       3.012ms           0 B           0 B           0 B           0 B          3225  
                                               aten::mm         2.42%     253.715ms         3.12%     326.714ms      67.713us     473.651ms         4.59%     473.657ms      98.167us           0 B           0 B     170.13 MB     170.12 MB          4825  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     271.934ms         2.63%     271.934ms     177.040us           0 B           0 B           0 B           0 B          1536  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     221.851ms         2.15%     221.851ms      46.844us           0 B           0 B           0 B           0 B          4736  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     198.038ms         1.92%     198.038ms     198.038ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         1.11%     115.960ms         2.10%     219.363ms     137.102us      50.298ms         0.49%      50.298ms      31.436us           0 B           0 B      15.75 MB      15.74 MB          1600  
                                     record_param_comms         0.03%       3.573ms         0.04%       4.176ms     167.055us      18.917ms         0.18%      18.917ms     756.669us           0 B           0 B           0 B           0 B            25  
