-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       30.797s       204.44%       30.797s     311.086ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         4.54%        1.419s         8.37%        2.614s     162.335us       12.347s        81.96%       12.358s     767.592us           0 B           0 B     279.23 MB           0 B         16100  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       12.347s        81.96%       12.347s     766.883us           0 B           0 B           0 B           0 B         16100  
                                               aten::mm         4.31%        1.345s         5.53%        1.728s      71.687us        2.111s        14.01%        2.111s      87.589us           0 B           0 B     536.14 MB     536.13 MB         24100  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.265s         8.40%        1.265s     154.643us           0 B           0 B           0 B           0 B          8180  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     625.814ms         4.15%     625.814ms      79.017us           0 B           0 B           0 B           0 B          7920  
                                            aten::addmm         2.04%     637.300ms         3.97%        1.241s     155.084us     281.927ms         1.87%     282.037ms      35.255us           0 B           0 B      43.36 MB      43.35 MB          8000  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     262.193ms         1.74%     262.193ms     262.193ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     234.534ms         1.56%     234.534ms      29.613us           0 B           0 B           0 B           0 B          7920  
