-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       30.948s       117.15%       30.948s     312.610ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         4.28%        1.329s         7.92%        2.458s     152.653us       23.647s        89.51%       23.651s       1.469ms           0 B           0 B     279.23 MB           0 B         16100  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       23.647s        89.51%       23.647s       1.469ms           0 B           0 B           0 B           0 B         16100  
                                               aten::mm         4.11%        1.275s         7.08%        2.197s      91.166us        2.115s         8.00%        2.116s      87.796us           0 B           0 B     536.14 MB     536.11 MB         24100  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.267s         4.79%        1.267s     154.848us           0 B           0 B           0 B           0 B          8180  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     626.156ms         2.37%     626.156ms      79.060us           0 B           0 B           0 B           0 B          7920  
                                            aten::addmm        11.77%        3.651s        13.88%        4.306s     538.230us     284.673ms         1.08%     287.301ms      35.913us           0 B           0 B      43.36 MB      43.35 MB          8000  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     256.630ms         0.97%     256.630ms     256.630ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     236.469ms         0.90%     236.469ms      29.857us           0 B           0 B           0 B           0 B          7920  
