-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       30.881s       126.91%       30.881s     311.932ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         4.43%        1.376s         8.19%        2.545s     158.102us       21.571s        88.65%       21.574s       1.340ms           0 B           0 B     279.23 MB           0 B         16100  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       21.571s        88.65%       21.571s       1.340ms           0 B           0 B           0 B           0 B         16100  
                                               aten::mm        13.87%        4.308s        15.11%        4.695s     194.801us        2.129s         8.75%        2.129s      88.338us           0 B           0 B     536.14 MB     536.11 MB         24100  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.282s         5.27%        1.282s     156.735us           0 B           0 B           0 B           0 B          8180  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     625.801ms         2.57%     625.801ms      79.015us           0 B           0 B           0 B           0 B          7920  
                                            aten::addmm         2.01%     623.592ms         3.94%        1.225s     153.096us     285.041ms         1.17%     285.542ms      35.693us           0 B           0 B      43.36 MB      43.35 MB          8000  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     265.330ms         1.09%     265.330ms     265.330ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     236.328ms         0.97%     236.328ms      29.839us           0 B           0 B           0 B           0 B          7920  
