-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       35.077s       337.00%       35.077s     282.880ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.83%        1.719s         8.97%        3.194s     158.729us        7.027s        67.52%        7.029s     349.262us           0 B           0 B     342.12 MB           0 B         20125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        7.027s        67.52%        7.027s     349.192us           0 B           0 B           0 B           0 B         20125  
                                               aten::mm         4.70%        1.672s         6.01%        2.141s      71.068us        2.637s        25.34%        2.638s      87.570us           0 B           0 B     657.10 MB     657.10 MB         30125  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.580s        15.18%        1.580s     154.873us           0 B           0 B           0 B           0 B         10205  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     783.798ms         7.53%     783.798ms      79.012us           0 B           0 B           0 B           0 B          9920  
                                            aten::addmm         2.23%     794.962ms         4.31%        1.533s     153.314us     352.516ms         3.39%     352.649ms      35.265us           0 B           0 B      53.12 MB      53.12 MB         10000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     293.803ms         2.82%     293.803ms      29.617us           0 B           0 B           0 B           0 B          9920  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us     260.823ms         2.51%     260.823ms      26.082us           0 B           0 B           0 B           0 B         10000  
