-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       35.341s        99.86%       35.341s     285.012ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.63%        1.640s         8.70%        3.080s     153.023us       31.927s        90.21%       31.939s       1.587ms           0 B           0 B     342.12 MB           0 B         20125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       31.927s        90.21%       31.927s       1.586ms           0 B           0 B           0 B           0 B         20125  
                                               aten::mm         4.56%        1.614s         7.02%        2.485s      82.495us        2.643s         7.47%        2.646s      87.851us           0 B           0 B     657.10 MB     657.03 MB         30125  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.582s         4.47%        1.582s     155.036us           0 B           0 B           0 B           0 B         10205  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     784.115ms         2.22%     784.115ms      79.044us           0 B           0 B           0 B           0 B          9920  
                                            aten::addmm         2.17%     768.714ms         4.48%        1.586s     158.638us     355.653ms         1.00%     355.771ms      35.577us           0 B           0 B      53.12 MB      53.12 MB         10000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     296.056ms         0.84%     296.056ms      29.844us           0 B           0 B           0 B           0 B          9920  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us     260.552ms         0.74%     260.552ms      26.055us           0 B           0 B           0 B           0 B         10000  
