-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       35.259s       124.51%       35.259s     284.350ms           0 B           0 B           0 B           0 B           124  
                                       vllm::all_reduce         4.80%        1.699s         8.94%        3.167s     157.348us       24.862s        87.79%       24.870s       1.236ms           0 B           0 B     342.12 MB           0 B         20125  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       24.862s        87.79%       24.862s       1.235ms           0 B           0 B           0 B           0 B         20125  
                                               aten::mm         4.69%        1.660s         6.06%        2.145s      71.198us        2.660s         9.39%        2.661s      88.329us           0 B           0 B     657.10 MB     657.10 MB         30125  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us        1.602s         5.66%        1.602s     156.981us           0 B           0 B           0 B           0 B         10205  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     783.760ms         2.77%     783.760ms      79.008us           0 B           0 B           0 B           0 B          9920  
                                            aten::addmm         2.23%     788.667ms         4.35%        1.539s     153.894us     356.333ms         1.26%     356.635ms      35.663us           0 B           0 B      53.12 MB      53.12 MB         10000  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     296.066ms         1.05%     296.066ms      29.845us           0 B           0 B           0 B           0 B          9920  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us     260.755ms         0.92%     260.755ms      26.076us           0 B           0 B           0 B           0 B         10000  
