-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       16.955s       679.50%       16.955s     136.734ms           0 B           0 B           0 B           0 B           124  
                                               aten::mm         5.60%     964.513ms         7.25%        1.249s      68.926us        1.936s        77.59%        1.936s     106.827us           0 B           0 B     508.00 MB     508.00 MB         18125  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us        1.052s        42.14%        1.052s     176.677us           0 B           0 B           0 B           0 B          5952  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     757.030ms        30.34%     757.030ms      63.086us           0 B           0 B           0 B           0 B         12000  
                                            aten::addmm         2.33%     402.024ms         4.47%     770.850ms     128.475us     319.765ms        12.82%     319.818ms      53.303us           0 B           0 B      89.25 MB      89.25 MB          6000  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     302.680ms        12.13%     302.680ms      50.854us           0 B           0 B           0 B           0 B          5952  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     123.795ms         4.96%     123.795ms     123.795ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     112.535ms         4.51%     112.535ms     900.279us           0 B           0 B           0 B           0 B           125  
                                _vllm_fa2_C::varlen_fwd         4.39%     756.146ms        17.78%        3.063s     510.427us      53.562ms         2.15%      63.461ms      10.577us           0 B           0 B       3.00 MB     -73.31 MB          6000  
