-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       16.732s       909.85%       16.732s     226.103ms           0 B           0 B           0 B           0 B            74  
                                               aten::mm         4.65%     797.680ms         6.00%        1.028s      71.053us        1.419s        77.19%        1.419s      98.059us           0 B           0 B     408.63 MB     408.62 MB         14475  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     838.560ms        45.60%     838.560ms     177.061us           0 B           0 B           0 B           0 B          4736  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     668.992ms        36.38%     668.992ms      46.665us           0 B           0 B           0 B           0 B         14336  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     205.176ms        11.16%     205.176ms     205.176ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.12%     362.659ms         3.99%     683.261ms     142.346us     150.736ms         8.20%     150.768ms      31.410us           0 B           0 B      37.62 MB      37.62 MB          4800  
                               _C_custom_ar::all_reduce         1.57%     268.824ms         3.02%     517.605ms      53.499us      85.545ms         4.65%      85.553ms       8.843us           0 B           0 B           0 B           0 B          9675  
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us      66.014ms         3.59%      66.014ms       6.823us           0 B           0 B           0 B           0 B          9675  
                                 _C::fused_add_rms_norm         1.65%     282.555ms         2.24%     383.856ms      39.985us      41.436ms         2.25%      41.436ms       4.316us           0 B           0 B           0 B           0 B          9600  
