-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us        9.857s       659.14%        9.857s     133.205ms           0 B           0 B           0 B           0 B            74  
                                               aten::mm         5.04%     507.602ms         6.72%     676.681ms      62.224us        1.162s        77.67%        1.162s     106.814us           0 B           0 B     320.07 MB     320.07 MB         10875  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     627.562ms        41.96%     627.562ms     176.679us           0 B           0 B           0 B           0 B          3552  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     454.171ms        30.37%     454.171ms      63.079us           0 B           0 B           0 B           0 B          7200  
                                            aten::addmm         2.33%     234.172ms         4.48%     451.421ms     125.395us     191.898ms        12.83%     191.953ms      53.320us           0 B           0 B      56.44 MB      56.44 MB          3600  
ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2...         0.00%       0.000us         0.00%       0.000us       0.000us     180.599ms        12.08%     180.599ms      50.844us           0 B           0 B           0 B           0 B          3552  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     122.351ms         8.18%     122.351ms     122.351ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      67.505ms         4.51%      67.505ms     900.072us           0 B           0 B           0 B           0 B            75  
                                 _C::fused_add_rms_norm         1.65%     166.224ms         2.45%     246.820ms      34.281us      31.247ms         2.09%      31.251ms       4.340us           0 B           0 B           0 B           0 B          7200  
