-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       23.291s       100.45%       23.291s     235.266ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         4.50%        1.009s         8.43%        1.890s     146.495us       21.719s        93.67%       21.721s       1.684ms           0 B           0 B     139.83 MB           0 B         12900  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       21.719s        93.67%       21.719s       1.684ms           0 B           0 B           0 B           0 B         12900  
                                               aten::mm         4.57%        1.024s         9.96%        2.232s     115.667us        1.006s         4.34%        1.006s      52.139us           0 B           0 B     333.34 MB     333.34 MB         19300  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     581.732ms         2.51%     581.732ms      91.814us           0 B           0 B           0 B           0 B          6336  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     307.358ms         1.33%     307.358ms      47.549us           0 B           0 B           0 B           0 B          6464  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     210.373ms         0.91%     210.373ms     210.373ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.05%     458.826ms         4.49%        1.005s     157.098us     161.954ms         0.70%     162.132ms      25.333us           0 B           0 B      24.28 MB      24.27 MB          6400  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     146.935ms         0.63%     146.935ms      23.190us           0 B           0 B           0 B           0 B          6336  
