-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       23.228s       126.89%       23.228s     234.623ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         4.64%        1.091s         8.64%        2.033s     157.622us       16.853s        92.07%       16.863s       1.307ms           0 B           0 B     139.83 MB           0 B         12900  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       16.853s        92.07%       16.853s       1.306ms           0 B           0 B           0 B           0 B         12900  
                                               aten::mm         4.53%        1.065s         5.96%        1.402s      72.639us        1.003s         5.48%        1.003s      51.975us           0 B           0 B     333.34 MB     333.33 MB         19300  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     579.814ms         3.17%     579.814ms      91.511us           0 B           0 B           0 B           0 B          6336  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     307.270ms         1.68%     307.270ms      47.536us           0 B           0 B           0 B           0 B          6464  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     209.849ms         1.15%     209.849ms     209.849ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.02%     475.779ms         3.93%     923.879ms     144.356us     162.178ms         0.89%     162.228ms      25.348us           0 B           0 B      24.28 MB      24.28 MB          6400  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     147.058ms         0.80%     147.058ms      23.210us           0 B           0 B           0 B           0 B          6336  
