-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       23.115s       262.85%       23.115s     233.484ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         4.84%        1.108s         8.96%        2.049s     158.843us        7.377s        83.88%        7.377s     571.844us           0 B           0 B     139.83 MB           0 B         12900  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us        7.377s        83.88%        7.377s     571.829us           0 B           0 B           0 B           0 B         12900  
                                               aten::mm         4.75%        1.087s         6.23%        1.425s      73.809us        1.002s        11.39%        1.002s      51.919us           0 B           0 B     333.34 MB     333.34 MB         19300  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     579.709ms         6.59%     579.709ms      91.495us           0 B           0 B           0 B           0 B          6336  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     307.170ms         3.49%     307.170ms      47.520us           0 B           0 B           0 B           0 B          6464  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     206.974ms         2.35%     206.974ms     206.974ms           0 B           0 B           0 B           0 B             1  
                                            aten::addmm         2.15%     491.053ms         4.13%     943.869ms     147.480us     162.152ms         1.84%     162.228ms      25.348us           0 B           0 B      24.28 MB      24.28 MB          6400  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     147.052ms         1.67%     147.052ms      23.209us           0 B           0 B           0 B           0 B          6336  
