-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us       20.340s       176.50%       20.340s     205.450ms           0 B           0 B           0 B           0 B            99  
                                       vllm::all_reduce         3.93%     811.324ms         7.35%        1.516s     156.336us       10.766s        93.43%       10.766s       1.110ms           0 B           0 B     105.15 MB           0 B          9700  
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us       10.766s        93.43%       10.766s       1.110ms           0 B           0 B           0 B           0 B          9700  
                                               aten::mm         3.81%     786.081ms         4.92%        1.015s      69.973us     430.630ms         3.74%     430.744ms      29.706us           0 B           0 B     181.58 MB     181.58 MB         14500  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     276.583ms         2.40%     276.583ms      29.102us           0 B           0 B           0 B           0 B          9504  
                  execute_context_1(12)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us     156.807ms         1.36%     156.807ms     156.807ms           0 B           0 B           0 B           0 B             1  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     127.809ms         1.11%     127.809ms      26.363us           0 B           0 B           0 B           0 B          4848  
                                            aten::addmm         1.75%     361.569ms         3.42%     705.547ms     146.989us     120.886ms         1.05%     120.986ms      25.205us           0 B           0 B      18.21 MB      18.21 MB          4800  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     109.770ms         0.95%     109.770ms      23.100us           0 B           0 B           0 B           0 B          4752  
